Source Name,No.,Title,Tender No.,Category,Ministry,Tenderer,Address,Date,Display Date,Price
myprocurement_export (35).xlsx,49,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LONG BELOK, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033578,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,TUNGGAK OPTIMA SDN. BHD.,"LOT 2568, 1ST FLOOR, JALAN RIAM WILLOW 1, AIRPORT ROAD MIRI 98000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"728,640.00"
myprocurement_export (35).xlsx,50,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON KANOWIT, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033596,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT JAYA ABADI,"LOT 488, TINGKAT 1,, JALAN DATUK HAJI AWANG DAUD BIN AWANG MATUSIN LAWAS 98850 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,479,680.00"
myprocurement_export (35).xlsx,51,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA TAMIN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033597,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT ENGKABANG ENTERPRISE,"NO.21 (G/F), JALAN SENA 8, 96000 SIBU, (LOT 3960 BLOCK 3 SIBU TOWN DISTRICT) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"598,296.00"
myprocurement_export (35).xlsx,52,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON BATANG IGAN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033599,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT SINAR JAYA,"2ND FLOOR, NO.548, JALAN PENGHULU NYANGGAU KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,721,408.00"
myprocurement_export (35).xlsx,53,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ULU BAOH, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033600,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,N.B. MOTOR (SARAWAK) SDN. BHD.,"LOT 2819, JALAN SALIM SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,181,640.00"
myprocurement_export (35).xlsx,54,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TANJUNG MANIS, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033601,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,GLOBALSHIP ENGINEERING AND WELDING SDN. BHD.,"NO. 279, LOT 2551, 2ND FLOOR, LORONG ROCK NO. 1, CENTRAL PARK COMMERCIAL CENTRE KUCHING 93200 SARAWAK",3/13/25 4:45,3/26/25 4:45,"539,049.60"
myprocurement_export (35).xlsx,55,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ULU SELANGAU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033602,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT SATU ABADI,"33, MAIN BAZAAR, KANOWIT SERIAN 96700 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,580,873.60"
myprocurement_export (35).xlsx,56,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ULU MUKAH, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033603,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT GALAKSI BINTANG,"1ST FLOOR, LOT 598,, JALAN DATUK HJ AWANG DAUD, BIN AWANG MATUSIN LAWAS 98850 SARAWAK",3/13/25 4:45,3/26/25 4:45,"797,124.00"
myprocurement_export (35).xlsx,57,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA JAGAU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033605,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,JADAN LOGISTICS COMPANY,"LOT 3020, BLOCK 13, MENUAN LAND DISTRICT, KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,723,560.00"
myprocurement_export (35).xlsx,58,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ULU MACHAN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033606,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT USAHA SENTIASA,"17, 1ST FLOOR, RAMINWAY SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,030,320.00"
myprocurement_export (35).xlsx,61,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON PAKAN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033631,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,M.K.J. SUPPLIER,"LOT 84, KANOWIT BAZAAR SERIAN 96700 SARAWAK",3/13/25 4:45,3/26/25 4:45,"931,632.00"
myprocurement_export (35).xlsx,62,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ULU KOTA, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033632,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,NEO TRANSPORT SERVICE,"LOT 2819, (GF),, JALAN SALIM SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"799,440.00"
myprocurement_export (35).xlsx,63,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA ENSIRING, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033647,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MTC TRANSPORT CO,"LOT 10417, BLOCK 32,, KEMENA LAND DISTRICT,, 6TH MILES, BINTULU-SIBU ROAD BINTULU 97000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,092,800.00"
myprocurement_export (35).xlsx,64,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ENGKAMOP, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033648,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MAGENTA MASTER SDN. BHD.,"NO. 10C (1), 1ST FLOOR, LOT 265, SECTION 10, KTLD, NANAS ROAD KUCHING 93400 SARAWAK",3/13/25 4:45,3/26/25 4:45,"477,360.00"
myprocurement_export (35).xlsx,65,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA ENTAIH, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033649,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,NAIM DOMESTIK TRANSPORT,"LOT 10417, BLOCK 32,, KEMENA LAND DISTRICT BINTULU 97000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,041,120.00"
myprocurement_export (35).xlsx,66,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON MUJONG, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033651,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,KOPERASI TITIAN BERSAMA KAPIT BERHAD,"LOT 547, 3RD FLOOR, JALAN PENGHULU NYANGGAU KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"4,110,672.00"
myprocurement_export (35).xlsx,67,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON BALLEH, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033652,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,ANGGAT ENTERPRISE,"LOT 344 ,TINGKAT 2 ,BANGUNAN MARA ,, JALAN PENGHULU JIMBUN KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,888,160.00"
myprocurement_export (35).xlsx,68,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON SUNGAI SUT, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033653,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,FARIDAH  ENTERPRISE,"LOT 345, TINGKAT 2, BANGUNAN MARA,, JALAN TIONG UNG HUNG, KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,075,320.00"
myprocurement_export (35).xlsx,69,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA MERIT, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033654,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT BUNGGAS,"LOT 345/B BANGUNAN MARA, JALAN TIONG UNG HUNG, KAPIT KAPIT 96807 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,733,384.00"
myprocurement_export (35).xlsx,70,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NANGA BELAWAI, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033655,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT GUNUNG MAS KAPIT,"LOT 547, 3RD FLOOR. JALAN PENGHULU, NYANGGAU, KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,281,128.00"
myprocurement_export (35).xlsx,71,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON SUNGAI KAKUS, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033664,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT HARAPAN MAJU,"NO.19, (2ND FLOOR), LORONG WONG KING HUA 3A, SIBU, (LOT 3996 BLOCK 7, SIBU TOWN DISTRICT) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,462,016.00"
myprocurement_export (35).xlsx,72,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON SUNGAI ASAP, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033665,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT BERSATU BAKTI,"NO.1 (GRD.FLOOR), JALAN DIONG KIK, SIBU, (LOT 6189 BLOCK 10, SEDUAN L.D) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,793,760.00"
myprocurement_export (35).xlsx,73,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LUSONG LAKU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033666,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SRI CAHAYA ENTERPRISE,"NO.21, GROUND FLOOR, JALAN SENA 8 (LOT 3960, BLOCK 3 SIBU TOWN DISTRICT) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,346,952.00"
myprocurement_export (35).xlsx,74,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LONG URUN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033667,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT DINAMIK MEGAH,"1ST FLOOR,LOT 598,, JALAN DATUK HJ AWANG DAUD BIN AWANG MATUSIN,, 98850 LAWAS,SARAWAK LAWAS 98850 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,143,440.00"
myprocurement_export (35).xlsx,75,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON SIMILAJAU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033668,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT INDAH SENTOSA,"1ST FLOOR, LOT 598,, JALAN DATUK HJ AWANG DAUD BIN AWANG MATUSIN, LAWAS 98850 SARAWAK",3/13/25 4:45,3/26/25 4:45,"605,265.60"
myprocurement_export (35).xlsx,76,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON BAWAI, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033669,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,NUR NADIYAH ENTERPRISE,"LOT 344 TINGKAT 2, BANGUNAN MARA JALAN PENGHULU JIMBUN KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,595,976.00"
myprocurement_export (35).xlsx,77,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON MENUAN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033670,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MUNAH LUYOH ENTERPRISE,"LOT 501,FLOOR 1,TAMAN PACIFIC SHOPHOUSE,, JALAN SELIRIK KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,391,040.00"
myprocurement_export (35).xlsx,78,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON KATIBAS HULU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033672,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,KOPERASI SONG KAPIT BERHAD,"LOT 114, NEW GODOWN SONG 96850 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,718,480.00"
myprocurement_export (35).xlsx,79,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON HULU BALUI, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033673,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MAJU BEGUANG ENTERPRISE,"LOT 547, 3RD FLOOR, JALAN PENGHULU NYANGGAU KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,927,016.00"
myprocurement_export (35).xlsx,80,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TEGULANG, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033675,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT TERANG NUSANTARA,"2ND FLOOR, NO.548,, JALAN PENGULU NYANGGAU, KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,809,360.00"
myprocurement_export (35).xlsx,81,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON ENCHEREMIN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033676,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,KAPIT TRANSPORT TRADING,"NO.21 G/F JALAN SENA 8 96000 SIBU, (LOT 3960 BLOCK 3, SIBU T.D) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,611,800.00"
myprocurement_export (35).xlsx,82,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON BELAGA HILIR, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033677,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT MURNI ENTERPRISE,"NO. 21, GROUND FLOOR,, JALAN SENA 8 , 96000 SIBU, (LOT 3960 BLOCK 3 SIBU TOWN DISTRICT) SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"4,243,776.00"
myprocurement_export (35).xlsx,83,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON NAHA JALEI, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033678,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT CAHAYA TRADING,"NO.21, G/F, JALAN SENA 8 SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,889,856.00"
myprocurement_export (35).xlsx,93,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TUBAU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033704,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MUJONG SHIPPING ENTERPRISE,"NO.21, G/F, JALAN SENA 8 SIBU 96000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,670,616.00"
myprocurement_export (35).xlsx,94,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LONG SERIDAN, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000033828,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,TERAS UTAMA SDN. BHD.,"1ST FLOOR, LOT 3497, SUBLOT 17,, JALAN PIASAU UTARA 1, MIRI 98000 SARAWAK",3/13/25 4:45,3/26/25 4:45,"1,788,480.00"
myprocurement_export (35).xlsx,100,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON SANG ANAU, SARAWAK BAGI TEMPOH 24 BULAN",QT240000000034342,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SMARTIE BOX TRADING COMPANY,"NO. 9, JALAN TAN SIT LEONG, KAPIT 96800 SARAWAK",3/13/25 4:45,3/26/25 4:45,"2,241,360.00"
myprocurement_export (37).xlsx,71,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON PARIS, SABAH BAGI TEMPOH 24 BULAN",QT240000000033561,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,NM CONTRACTOR,"MDLD 8709, LOT 109 PHASE 5,, SRI PERDANA, JALAN SILAM LAHAD DATU 91100 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"4,314,036.00"
myprocurement_export (37).xlsx,72,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TUNGKU, SABAH BAGI TEMPOH 24 BULAN",QT240000000033562,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,MEKAR JAYA ENTERPRISE,"TB 477,BLOK O, TINGKAT 1, BANDAR SABINDO TAWAU TAWAU 91000 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"4,429,200.00"
myprocurement_export (37).xlsx,73,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TAMBISAN, SABAH BAGI TEMPOH 24 BULAN",QT240000000033563,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT PERNIAGAAN PARI PARI,"LOT NO.1, GROUND FLOOR, INDAH PERMAI MINI MALL, TAMAN INDAH PERMAI KOTA KINABALU 88450 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"2,342,640.00"
myprocurement_export (37).xlsx,74,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TANJUNG LABIAN, SABAH BAGI TEMPOH 24 BULAN",QT240000000033564,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SRS ENTERPRISE,"LOT 3.22, 3RD FLOOR, BLOCK C, KOMPLEKS KARAMUNSING, KOTA KINABALU, SABAH KOTA KINABALU 88000 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"2,873,160.00"
myprocurement_export (37).xlsx,75,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON PULAU SAKAR, SABAH BAGI TEMPOH 24 BULAN",QT240000000033565,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,M.D.A. ENTERPRISE,"TB 4604 CONER LOT 7, FIRST FLOOR, BLOCK B, BANDARAN BARU, JALAN BARU TAWAU 91000 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"1,485,120.00"
myprocurement_export (37).xlsx,76,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON MANTANANI, SABAH BAGI TEMPOH 24 BULAN",QT240000000033420,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,REVO ENTERPRISE,"KG.TAMBALUGU, KM.32, JALAN TAMPARULI TUARAN 89200 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"1,722,048.00"
myprocurement_export (37).xlsx,77,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON TOPOKON, SABAH BAGI TEMPOH 24 BULAN",QT240000000033424,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,CL TRADING,"LOT 16, 1ST FLOOR,, BEAUFORT SQUARE AVENUE 2,, BEAUFORT BEAUFORT 89800 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"1,653,720.00"
myprocurement_export (37).xlsx,78,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON MIRURU, SABAH BAGI TEMPOH 24 BULAN",QT240000000033426,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,PERNIAGAAN WAHYU HIDAYA,"1ST FLOOR, 4, TAMAN ERAMAS SHOPLOT (PHASE 6), MILE 1 1/2 JALAN BEAUFORT SIPITANG 89800, BEAUFORT SABAH BEAUFORT 89800 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"2,656,807.20"
myprocurement_export (37).xlsx,79,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LOKOS, SABAH BAGI TEMPOH 24 BULAN",QT240000000033427,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,EAN GROUP,"LOT 42, 2ND FLOOR, BLOCK G (G-2-12),, SURIA INANAM, JALAN TUARAN BYPASS,, MANGGATAL KOTA KINABALU 88450 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"1,887,320.40"
myprocurement_export (37).xlsx,80,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON LUMADAN, SABAH BAGI TEMPOH 24 BULAN",QT240000000033429,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SINARAN HIJAU ENTERPRISE,"LOT 15,, 1ST FLOOR,, BEAUFORT SQUARE, BEAUFORT 89808 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"2,439,024.00"
myprocurement_export (37).xlsx,81,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON GADONG, SABAH BAGI TEMPOH 24 BULAN",QT240000000033432,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,GREAT MOVEMENT ENTERPRISE,"LOT.16 1ST FLOOR,, BEAUFORT SQUARE,, BEAUFORT,SABAH. BEAUFORT 89808 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"3,234,288.00"
myprocurement_export (37).xlsx,83,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON KARAGASAN, SABAH BAGI TEMPOH 24 BULAN",QT240000000033657,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,SYARIKAT SATRIA NUSANTARA,"LOT 17, GROUND FLOOR, BLOCK C BEAUFORT SQUARE AVENUE 2, JALAN BINUNUK BEAUFORT 89808 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"2,726,808.00"
myprocurement_export (37).xlsx,84,"PEROLEHAN PERKHIDMATAN PENGEDARAN BARANG PERLU (PROGRAM PENYERAGAMAN HARGA) DI ZON BONGKUD, SABAH BAGI TEMPOH 24 BULAN",QT240000000033658,Perkhidmatan Bukan Perunding,KEMENTERIAN PERDAGANGAN DALAM NEGERI DAN KOS SARA HIDUP,BENSON TRADING,"KG.TAMBALUGU, KM.32, JALAN TAMPARULI TUARAN 89200 SABAH",3/13/25 4:45,TIADA MAKLUMAT,"1,719,792.00"
